name, republican voters, democratic voters, total voters, population, turnout
"Harrisonburg city, Virginia","6232","10100","17693","53078","0.3333"
"Henrico, Virginia","59674","93615","161966","326501","0.4961"
"Henry, Virginia","15207","8199","24029","51445","0.4671"
"Highland, Virginia","958","371","1391","2216","0.6277"
"Hopewell city, Virginia","3885","4722","8968","22735","0.3945"
"Isle of Wight, Virginia","11971","7673","20481","36596","0.5597"
"James City, Virginia","21284","19091","42737","74404","0.5744"
"King and Queen, Virginia","2059","1451","3615","7159","0.5050"
"King George, Virginia","7338","4002","11967","25984","0.4606"
"King William, Virginia","5963","2752","9088","16334","0.5564"
"Lancaster, Virginia","3520","2862","6599","10972","0.6014"
"Lee, Virginia","7542","1627","9353","24179","0.3868"
"Lexington city, Virginia","766","1514","2448","7045","0.3475"
"Loudoun, Virginia","69633","99909","180265","385945","0.4671"
"Louisa, Virginia","10507","6208","17507","35236","0.4968"
"Lunenburg, Virginia","3206","2226","5577","12273","0.4544"
"Lynchburg city, Virginia","17979","14787","35349","80212","0.4407"
"Madison, Virginia","4418","2202","6934","13078","0.5302"
"Manassas city, Virginia","5934","8395","15210","41483","0.3667"
"Manassas Park city, Virginia","1732","3218","5214","15915","0.3276"
"Martinsville city, Virginia","2149","3531","5873","13445","0.4368"
"Mathews, Virginia","3515","1563","5292","8782","0.6026"
"Mecklenburg, Virginia","8283","6571","15177","30892","0.4913"
"Middlesex, Virginia","3668","2107","5994","10778","0.5561"
"Montgomery, Virginia","19455","20015","42695","98602","0.4330"
"Nelson, Virginia","4150","3677","8247","14869","0.5546"
"New Kent, Virginia","8117","3545","12163","21147","0.5752"
"Newport News city, Virginia","23650","40997","68432","181825","0.3764"
"Norfolk city, Virginia","19875","51429","75172","245115","0.3067"
"Northampton, Virginia","2686","3255","6134","12139","0.5053"
"Northumberland, Virginia","5089","2830","8176","12222","0.6690"
"Norton city, Virginia","1021","383","1456","3864","0.3768"
"Nottoway, Virginia","3712","2829","6717","15595","0.4307"
"Orange, Virginia","10511","5955","17157","35533","0.4828"
"Page, Virginia","7824","2514","10663","23654","0.4508"
"Patrick, Virginia","6454","1768","8489","17923","0.4736"
"Petersburg city, Virginia","1448","12005","13717","31882","0.4302"
"Pittsylvania, Virginia","21742","9195","31687","61687","0.5137"
"Poquoson city, Virginia","5089","1599","7114","12017","0.5920"
"Portsmouth city, Virginia","12773","28462","43000","95252","0.4514"
"Powhatan, Virginia","11875","4057","16794","28443","0.5904"
"Prince Edward, Virginia","4099","4590","9113","23142","0.3938"
"Prince George, Virginia","9157","6419","16140","37845","0.4265"
"Prince William, Virginia","54065","83093","144854","455210","0.3182"
"Pulaski, Virginia","10314","4170","15112","34203","0.4418"
"Radford city, Virginia","2637","2923","6032","17483","0.3450"
"Rappahannock, Virginia","2532","1741","4444","7388","0.6015"
"Richmond, Virginia","2213","1347","3651","8774","0.4161"
"Richmond city, Virginia","14254","74640","94724","223170","0.4244"
"Roanoke, Virginia","30857","16787","50149","94031","0.5333"
"Roanoke city, Virginia","16045","23403","41728","99660","0.4187"
"Rockbridge, Virginia","6671","3506","10685","22392","0.4772"
"Rockingham, Virginia","25269","9361","36536","79744","0.4582"
"Russell, Virginia","9516","2328","12195","27370","0.4456"
"Salem city, Virginia","7225","4212","12129","25549","0.4747"
"Scott, Virginia","8242","1579","10055","21930","0.4585"
"Shenandoah, Virginia","14078","5269","20335","43175","0.4710"
"Smyth, Virginia","9747","2661","12825","31062","0.4129"
"Southampton, Virginia","5035","3595","8872","18057","0.4913"
"Spotsylvania, Virginia","34619","24204","62083","132010","0.4703"
"Stafford, Virginia","33840","27879","65350","144361","0.4527"
"Staunton city, Virginia","5129","5329","11144","24363","0.4574"
"Suffolk city, Virginia","17206","23012","41929","89273","0.4697"
"Surry, Virginia","1785","2069","3976","6544","0.6076"
"Sussex, Virginia","2055","2874","5036","11504","0.4378"
"Tazewell, Virginia","15160","2895","18495","42150","0.4388"
"Virginia Beach city, Virginia","84389","76744","171876","452602","0.3798"
"Warren, Virginia","11762","5165","17791","39155","0.4544"
"Washington, Virginia","19309","5548","25715","54214","0.4743"
"Waynesboro city, Virginia","4798","3762","9114","21887","0.4164"
"Westmoreland, Virginia","4331","3723","8291","17592","0.4713"
"Williamsburg city, Virginia","1921","5199","7534","15214","0.4952"
"Winchester city, Virginia","4786","5161","10574","27516","0.3843"
"Wise, Virginia","11983","2687","14991","39228","0.3822"
"Wythe, Virginia","10044","2765","13250","29016","0.4566"
"York, Virginia","18823","12989","34062","67976","0.5011"
"Addison, Vermont","5297","11217","17592","36959","0.4760"
"Bennington, Vermont","5925","9539","16345","36191","0.4516"
"Caledonia, Vermont","5533","6445","12966","30333","0.4275"
"Chittenden, Vermont","18298","54463","77263","161531","0.4783"
"Essex, Vermont","1506","1019","2706","6176","0.4381"
"Franklin, Vermont","8752","9351","19373","48915","0.3961"
"Grand Isle, Vermont","1487","2094","3778","6919","0.5460"
"Lamoille, Vermont","3570","7241","11641","25333","0.4595"
"Orange, Vermont","4997","7522","13464","28919","0.4656"
"Orleans, Vermont","5158","5181","10988","26863","0.4090"
"Rutland, Vermont","12471","13629","27660","59310","0.4664"
"Washington, Vermont","7993","18594","28654","58504","0.4898"
"Windham, Vermont","5462","14340","21151","43145","0.4902"
"Windsor, Vermont","8604","17544","27832","55496","0.5015"
"Adams, Washington","2740","1118","4081","19238","0.2121"
"Asotin, Washington","5712","3118","9684","22306","0.4341"
"Benton, Washington","45594","25173","76907","193686","0.3971"
"Chelan, Washington","15070","10770","27415","76338","0.3591"
"Clallam, Washington","15685","15154","32985","74570","0.4423"
"Clark, Washington","90590","90697","195784","467018","0.4192"
"Columbia, Washington","1491","523","2171","3938","0.5513"
"Cowlitz, Washington","24066","17842","45485","105160","0.4325"
"Douglas, Washington","7208","3600","11467","41327","0.2775"
"Ferry, Washington","2178","1091","3560","7614","0.4676"
"Franklin, Washington","11358","7839","20584","90160","0.2283"
"Garfield, Washington","841","276","1232","2247","0.5483"
"Grant, Washington","18482","7768","28260","93546","0.3021"
"Grays Harbor, Washington","13269","11378","26736","71628","0.3733"
"Island, Washington","18259","20766","42425","82636","0.5134"
"Jefferson, Washington","5986","12556","20100","31139","0.6455"
"King, Washington","197781","657149","910823","2149970","0.4236"
"Kitsap, Washington","46762","60561","118625","264811","0.4480"
"Kittitas, Washington","9845","7190","18334","44866","0.4086"
"Klickitat, Washington","5390","3781","9859","21301","0.4628"
"Lewis, Washington","16273","7236","24995","77066","0.3243"
"Lincoln, Washington","4095","1238","5692","10350","0.5500"
"Mason, Washington","13539","11872","27767","62198","0.4464"
"Okanogan, Washington","6305","3980","10893","41554","0.2621"
"Pacific, Washington","5338","4597","10667","21249","0.5020"
"Pend Oreille, Washington","4364","1932","6788","13123","0.5173"
"Pierce, Washington","136046","160306","322592","861312","0.3745"
"San Juan, Washington","2651","7053","10589","16339","0.6481"
"Skagit, Washington","24330","26076","54831","123681","0.4433"
"Skamania, Washington","2910","2207","5587","11510","0.4854"
"Snohomish, Washington","116433","167943","309496","787620","0.3930"
"Spokane, Washington","103846","86590","208081","499072","0.4169"
"Stevens, Washington","11059","4348","16438","44439","0.3699"
"Thurston, Washington","46219","65015","122301","275222","0.4444"
"Wahkiakum, Washington","1328","824","2333","4139","0.5637"
"Walla Walla, Washington","10775","7550","19718","60340","0.3268"
"Whatcom, Washington","40247","59402","108223","216800","0.4992"
"Whitman, Washington","5462","5521","12128","48851","0.2483"
"Yakima, Washington","39593","28484","72306","249636","0.2896"
"Adams, Wisconsin","5983","3780","10107","20069","0.5036"
"Ashland, Wisconsin","3428","4136","7926","15714","0.5044"
"Barron, Wisconsin","13595","7881","22514","45412","0.4958"
"Bayfield, Wisconsin","4125","4953","9491","14891","0.6374"
"Brown, Wisconsin","67192","53358","127497","260401","0.4896"
"Buffalo, Wisconsin","4049","2531","6921","13099","0.5284"
"Burnett, Wisconsin","5412","2948","8719","15213","0.5731"
"Calumet, Wisconsin","15345","9634","26429","49553","0.5333"
"Chippewa, Wisconsin","17912","11875","31471","63649","0.4944"
"Clark, Wisconsin","8645","4225","13548","34557","0.3920"
"Columbia, Wisconsin","14160","13525","29287","56927","0.5145"
"Crawford, Wisconsin","3844","3426","7678","16321","0.4704"
"Dane, Wisconsin","71270","217506","304729","531273","0.5736"
"Dodge, Wisconsin","26643","13968","42818","88068","0.4862"
"Door, Wisconsin","8584","8026","17398","27587","0.6307"
"Douglas, Wisconsin","9657","11342","22185","43509","0.5099"
"Dunn, Wisconsin","11487","9025","22029","44704","0.4928"
"Eau Claire, Wisconsin","23301","27271","54080","102965","0.5252"
"Florence, Wisconsin","1897","666","2651","4456","0.5949"
"Fond du Lac, Wisconsin","31044","17391","51094","102144","0.5002"
"Forest, Wisconsin","2787","1583","4507","9064","0.4972"
"Grant, Wisconsin","12347","10047","24051","52214","0.4606"
"Green, Wisconsin","8693","9121","18791","37075","0.5068"
"Green Lake, Wisconsin","6210","2700","9315","18719","0.4976"
"Iowa, Wisconsin","4809","6669","12123","23654","0.5125"
"Iron, Wisconsin","2090","1273","3477","5726","0.6072"
"Jackson, Wisconsin","4907","3821","9202","20562","0.4475"
"Jefferson, Wisconsin","23409","16559","42324","84625","0.5001"
"Juneau, Wisconsin","7188","4100","11736","26274","0.4467"
"Kenosha, Wisconsin","36025","35770","75825","168183","0.4508"
"Kewaunee, Wisconsin","6616","3623","10742","20405","0.5264"
"La Crosse, Wisconsin","26384","32402","62785","118122","0.5315"
"Lafayette, Wisconsin","3977","3288","7602","16753","0.4538"
"Langlade, Wisconsin","6436","3260","10093","19221","0.5251"
"Lincoln, Wisconsin","8400","5370","14563","27902","0.5219"
"Manitowoc, Wisconsin","23234","14563","39991","79536","0.5028"
"Marathon, Wisconsin","39010","26476","68849","135603","0.5077"
"Marinette, Wisconsin","12995","6243","19979","40491","0.4934"
"Marquette, Wisconsin","4712","2808","7813","15067","0.5186"
"Menominee, Wisconsin","269","1003","1279","4533","0.2822"
"Milwaukee, Wisconsin","126091","288986","434970","951448","0.4572"
"Monroe, Wisconsin","11442","7047","19554","45623","0.4286"
"Oconto, Wisconsin","13255","5886","19924","37430","0.5323"
"Oneida, Wisconsin","11677","8103","20837","35601","0.5853"
"Outagamie, Wisconsin","49884","38087","93474","184526","0.5066"
"Ozaukee, Wisconsin","30458","20167","53368","88314","0.6043"
"Pepin, Wisconsin","2228","1345","3746","7307","0.5127"
"Pierce, Wisconsin","11260","8380","21089","41238","0.5114"
"Polk, Wisconsin","13864","7568","22691","43481","0.5219"
"Portage, Wisconsin","17310","18524","38123","70447","0.5412"
"Price, Wisconsin","4562","2671","7560","13517","0.5593"
"Racine, Wisconsin","46620","42506","93678","195140","0.4801"
"Richland, Wisconsin","4021","3577","7962","17476","0.4556"
"Rock, Wisconsin","31483","39336","75043","161620","0.4643"
"Rusk, Wisconsin","4564","2171","7029","14127","0.4976"
"Sauk, Wisconsin","14791","14692","31238","63949","0.4885"
"Sawyer, Wisconsin","4625","2846","7767","16369","0.4745"
"Shawano, Wisconsin","12742","6056","19697","41062","0.4797"
"Sheboygan, Wisconsin","32368","22636","58290","115427","0.5050"
"St. Croix, Wisconsin","26123","17496","46819","88029","0.5319"
"Taylor, Wisconsin","6589","2398","9417","20439","0.4607"
"Trempealeau, Wisconsin","7370","5645","13581","29633","0.4583"
"Vernon, Wisconsin","6994","6351","14193","30814","0.4606"
"Vilas, Wisconsin","8169","4769","13453","21435","0.6276"
"Walworth, Wisconsin","28848","18706","50570","102959","0.4912"
"Washburn, Wisconsin","5404","3283","9059","15648","0.5789"
"Washington, Wisconsin","51729","20854","76246","134296","0.5677"
"Waukesha, Wisconsin","142521","79200","233273","398424","0.5855"
"Waupaca, Wisconsin","16013","8303","25491","51533","0.4947"
"Waushara, Wisconsin","7669","3802","11961","24162","0.4950"
"Winnebago, Wisconsin","43447","37054","85892","169886","0.5056"
"Wood, Wisconsin","21502","14232","37712","73107","0.5158"
"Barbour, West Virginia","4509","1213","6024","16831","0.3579"
"Berkeley, West Virginia","28210","12287","42770","113525","0.3767"
"Boone, West Virginia","6483","1783","8654","22816","0.3793"
"Braxton, West Virginia","3516","1315","5063","14471","0.3499"
"Brooke, West Virginia","6574","2549","9540","22977","0.4152"
"Cabell, West Virginia","19648","11306","32701","95987","0.3407"
"Calhoun, West Virginia","2023","456","2604","7336","0.3550"
"Clay, West Virginia","2289","566","2958","8859","0.3339"
"Doddridge, West Virginia","2347","360","2826","8413","0.3359"
"Fayette, West Virginia","10263","4246","15187","44323","0.3426"
"Gilmer, West Virginia","1889","537","2528","8249","0.3065"
"Grant, West Virginia","4338","510","4945","11732","0.4215"
"Greenbrier, West Virginia","9499","3743","13984","35279","0.3964"
"Hampshire, West Virginia","6646","1576","8557","23301","0.3672"
"Hancock, West Virginia","8870","3247","12642","29590","0.4272"
"Hardy, West Virginia","4544","1249","6022","13889","0.4336"
"Harrison, West Virginia","18687","7675","27868","68400","0.4074"
"Jackson, West Virginia","8959","2648","12108","29152","0.4153"
"Jefferson, West Virginia","13144","9458","24007","56368","0.4259"
"Kanawha, West Virginia","43464","27985","74996","186241","0.4027"
"Lewis, West Virginia","5245","1336","6885","16309","0.4222"
"Lincoln, West Virginia","5257","1435","6988","21232","0.3291"
"Logan, West Virginia","9866","2082","12315","33700","0.3654"
"Marion, West Virginia","14592","6926","22910","56538","0.4052"
"Marshall, West Virginia","9565","2894","13083","31793","0.4115"
"Mason, West Virginia","7597","2069","10115","26825","0.3771"
"McDowell, West Virginia","4614","1429","6179","19141","0.3228"
"Mercer, West Virginia","17362","4689","22919","60468","0.3790"
"Mineral, West Virginia","8957","2019","11410","27411","0.4163"
"Mingo, West Virginia","7876","1365","9469","24647","0.3842"
"Monongalia, West Virginia","18278","14568","35733","104622","0.3415"
"Monroe, West Virginia","4337","1089","5670","13370","0.4241"
"Morgan, West Virginia","5718","1568","7635","17632","0.4330"
"Nicholas, West Virginia","7169","1821","9385","25311","0.3708"
"Ohio, West Virginia","11077","5452","17819","42516","0.4191"
"Pendleton, West Virginia","2388","726","3212","7051","0.4555"
"Pleasants, West Virginia","2342","620","3130","7591","0.4123"
"Pocahontas, West Virginia","2474","924","3619","8501","0.4257"
"Preston, West Virginia","9501","2462","12611","33758","0.3736"
"Putnam, West Virginia","17455","5784","24443","56941","0.4293"
"Raleigh, West Virginia","21835","6362","29311","76601","0.3826"
"Randolph, West Virginia","7583","2724","10816","29006","0.3729"
"Ritchie, West Virginia","3376","490","4040","9875","0.4091"
"Roane, West Virginia","3772","1220","5234","14208","0.3684"
"Summers, West Virginia","3444","1186","4847","12872","0.3766"
"Taylor, West Virginia","4701","1483","6498","16859","0.3854"
"Tucker, West Virginia","2557","750","3464","6926","0.5001"
"Tyler, West Virginia","2967","505","3621","8972","0.4036"
"Upshur, West Virginia","6971","1763","9180","24658","0.3723"
"Wayne, West Virginia","11077","3334","15080","40531","0.3721"
"Webster, West Virginia","2284","554","2955","8646","0.3418"
"Wetzel, West Virginia","4461","1348","6191","15640","0.3958"
"Wirt, West Virginia","1903","383","2410","5806","0.4151"
"Wood, West Virginia","25168","8327","35256","85643","0.4117"
"Wyoming, West Virginia","6527","1061","7809","21763","0.3588"
"Albany, Wyoming","7601","6888","16420","38256","0.4292"
"Big Horn, Wyoming","4067","594","5079","12005","0.4231"
"Campbell, Wyoming","15778","1324","17935","48803","0.3675"
"Carbon, Wyoming","4409","1279","6200","15618","0.3970"
"Converse, Wyoming","5520","668","6552","14191","0.4617"
"Crook, Wyoming","3347","271","3771","7464","0.5052"
"Fremont, Wyoming","11167","4200","16543","40242","0.4111"
"Goshen, Wyoming","4418","924","5708","13390","0.4263"
"Hot Springs, Wyoming","1939","400","2535","4679","0.5418"
"Johnson, Wyoming","3477","638","4349","8486","0.5125"
"Laramie, Wyoming","24844","11572","39945","98136","0.4070"
"Lincoln, Wyoming","6779","1105","8398","19110","0.4395"
"Natrona, Wyoming","23523","6573","32493","81039","0.4010"
"Niobrara, Wyoming","1116","115","1297","2480","0.5230"
"Park, Wyoming","11115","2535","14634","29353","0.4986"
"Platte, Wyoming","3437","719","4460","8680","0.5138"
"Sheridan, Wyoming","10266","2926","14187","30200","0.4698"
